labels,text
__label__2,"Students' voices are finally heard: This book touches the hearts and opens the minds of everyone who reads it. It contains the voices and experiences of LGBT college students, former students, and those serving this population on college campuses. These stories are real. These lives are real. This book offers both reflection and validation of the experiences of an invisible population. Give it as a gift to someone. Better yet, buy it for yourself, and understand..."
__label__2,"good service doing double duty: This is an excellent product. I use it to slide bread onto the stone in the oven and to slide it out. It also is a fabulous cutting board that does not dull knives. It is high quality, approved for commercial/restaurant use. It can go into the dishwasher to get really clean. No warping, cracking, hand washing or need to oil like wood boards."
__label__1,"Beware of ramped up reviews: I enjoy westerns, Mitchum is one of my favorite underrated actors and, when it comes to movies I don't recall seeing OR hearing about, I am usually skeptical of strong reviews without the confirmation of well known ecom reviewers. This movie has a 'Top 500' reviewer and that sold me for an inexpensive bet. DON'T BITE!!You have to REALLY like Mitchum to justify this clunker. Maybe the issuers are building big reviewers just to take advantage of this kind of browsing."
__label__1,"only works as a charger, does not hot sync Tungsten E2: This cable is not for the Tungsten E2, it is for a Treo 600. It has no hot sync button and will not hot sync through software despite what they assert. Don't get it."
__label__1,"not worth it: The item took a long time to arrive, and when it did I was very disappointed with it. It cost a lot of money and the content was pretty much what you read in the books. The few pictures of the characters in the book are good, but not worth the price. I can see now why there are no preview pages for this book!"
__label__1,"Good movie, but I think the first one is the best!: Okay, I thought this sequel was going to have the same actors in it but it didn't. I got a little disappointed that I didn't see the same actors that were in the first one. But this sequel only had Michelle Pfeiffer and Maxwell Caulfield. Where's John Travolta and Olivia Newton-John? This movie has gone way too far. I liked the other actors better but these are the worst actors I have ever seen. Do me a favor do not see this movie you will be a little disappointed stick with the first one."
__label__2,"The best recipes for everyday food: This is not a cookbook for the gourmets. This is for everyday people who love food made with ingredients readily available on the Gulf Coast. And the recipes really do yield results that taste like the restaurant's dishes. I've had the Crawfish Etouffe recipe made in Pennsylvania, and it was an exact duplicate of what I order at the restaurant.Eat at the Gumbo Shop whenever you can. The rest of the time, use their cookbook.Caroline JumperSan Jose"
__label__1,"Dangerous design: This popcorn maker does some things well, but the flip design requires that you flip it over to get the popcorn out. The first time I did this, my hand slipped and it burned my thumb pretty badly (blister) in about 2 seconds. I'd consider this design flaw extreme, and wouldn't recommend people, especially kids, use this maker."
__label__1,"Quiltigami - Terrible Book: I received this book for Christmas 2007 and made one of the flower wall-hangings. These are hands down the worst instructions I have ever tried to follow. I was so frustrated that I went on-line to see if there were any updated instructions or corrections and could only find a message board from 2004 with other frustrated Quiltigami users. It seems as though the author wrote the instructions, had someone illustrate it without reading the instructions and then had it published with nobody ever trying to follow the instructions before printing the book! I recommend not wasting your money. Find a paper origami book and try creating them in fabric. I wish my sister could receive her money back."
__label__2,"Absolutely great!! All PRINE fans will love it! Love it!!!!: Am a long time Prine fan. This album is great. Just love ""quit hollerin' at me!"" John has his own unique style of music and his songs tell a story.LOVE YA, JOHN"
__label__2,"better than I expected: When you read the reviews of other people, there is no doubt that you will get the impression that this might be the best album you could ever have, and it probably is. When I went to the record store, I originally wanted to buy ""the bends"", because of the title track, that was actually the song that introduced me to radiohead, I knew that songs like ""high and dry"", ""street spirit"" and ""fake plastic trees"" were amazing too but when I got to the record store they only had ""OK computer"", It definitely turned out for the best, because this CD is amazing, I actually tried to not like it but the songs grew on me, my personal favorites are ""no surprises"", ""lucky"" and ""let down"" and the song that made me say ""I like radiohead!""(which not everyone could easily say because of the fear of being pretentious)has to be ""airbag""."
__label__1,It's a ripoff: Don't waste your money. This is basically a few pages photocopied out of other books. There were almost as many blank pages as there were photocopied pages. Go to the LDS church's website (LDS.org) and you will find much more information - and it is FREE!
__label__1,"what plot?: Ok. I had heard she was a great writer, and I started with this book. At the end I was still trying to figure out the storyline. Too much bizarre sex, and no real live plot. I don't recommend this one. Maybe her other books are better. This one left me with a bad taste in my mouth."
__label__2,"Support Texas Local Music: If you like this album, try to find Quick Biomic Arms. This album consist of 6 songs and every song of is fabulous."
__label__2,"Great gun but magazines can be hard to load: This gun shoots hard and accurate. It has a nice weight, realistic appearance and feel, and it also can be disassembled like the real thing. The slide locks back when you're out of ammo. The only reason I can't give it 5 stars is loading the magazine. The bb's are supposed to go in a zigzag pattern, but even with a loading tool you have to be very careful in order to actually get them in the zigzag pattern. If you don't then you'll shoot some blanks."
__label__2,"We are ""B"": The skeletal premise of this book is something that philosophers have been trying to instill in the masses for a long time, but have little success doing so: You have been told what to believe since the day you were born. Everything that you have been taught, is just that-- taught, not necessarily true.Just like `Ishmael' I didn't always agree with the argument presented to me, however, I cannot emphasize enough how important this book, and others like it are, because they present an entirely new way of thinking. One that is less myopic and arrogant. One that could very well save our species, if not the planet. Even if you don't agree with the conclusions drawn, the premises will still change the way you see the world, and THAT is important.However, read Ishmael first. If you don't like that book, then I doubt you will make it very far in this one."
__label__1,"So-so: I found it only moderately good at what it's supposed to do. I think a tennis ball or other small rubber ball would work as well. I used it to put pressure on sore muscles between my shoulder blades. It seems as if it might be too large for me to position well (I'm a 5'5"" male). It's not really bad, but seems overpriced to me."
__label__2,"Hoot is GREAT!!!: Hi!While I was reading Hoot I loved it, it's just the bad words were kind of crazy. Although, i could skip over because there wasnt tons. This book is my favorite and could throw Hunger Games series in the trash. The book is made for ages 10+ and i'm 13. Could not put the book down. What I really loved was Mr. Hiaasen's humor. I liked how Beatrice kept calling Roy ""cowgirl"" since he lived in Montana before Florida. I could make a suggestion though, I could have got rid of Officer Delinko and Mother Paula. Could really care less about them. Thanks for reading! Bye!! :-)"
__label__2,"True Sim Lover: Hi there all sims fans and those who are just discovering the sims. First in foremost I have loved The sims for the past four years and when I heard about the upcoming sequel in the sim series I was blown away. I have viewed screen shots, joined in chat and read chat transcripts that I missed,just to get as much information about the sims 2 as possible, and the more I found out the more blown away I became. If you thought the original sims was awsome there is no way you won't be impressed by the sims 2. After all it's not the best selling PC and in my opinion The Best PC game of all time for nothing. So if you ask me this is a game that's totally worth buying for fans of the sims or lovers of games abroad:-)!"
__label__1,"Try a 1 cent nail instead: I was too much of a geek to take the advice of the guy at the hardware store, so I bought one of these gizmos instead of a nail. On my walls, at least, this thing is useless. Basically, it finds many more studs than are actually present. So in the end I have to confirm its predictions by driving a thin nail through the wallboard and seeing if it hits wood. There are probably electronic stud finders that work, but this isn't one of them."
__label__2,"I love this book!: This is the best book I have ever read on affirmations and prosperity thinking. It fires you up!! I have very little time to read and have yet to finish the book. But, I am so inspired! Catherine Ponder is an excellent author. She makes the reading easy and even exciting. I make notecards as I go through the book and keep them in a card keeper. This makes it easy for me to do my affirmations at a later date.This book is huge! It is so packed with information. There's tons of examples of how people have used the principles of prosperity thinking to advance themselves and their situations. Each one used a different approach for the specific area where they were lacking. This book covers every imaginable situation. It really does! There is no stone left unturned. It is that thorough.The saying goes, ""You have nothing to lose."" Well, you have everything to gain by buying this book! It is worth every penny!"
__label__1,"The One Book for Epsonians based in US: The author forgot to mention in the foreword that the world is composed only of Americans using Epson printers, I am afraid.Should I live in US, I would award the book the usual five stars, on the other hand. But - if you are not a US citizen and, worse yet, believe that there are other printer brands than Epson, you have been warned."
__label__2,"An enchanting book!: This is a wonderful story with captivating illistrations, and good book for all ages. I loved it and read it over and over again"
__label__1,"A Krummy Krups: I have now ordered two of these coffeemakers, and they've both had the same problem with the opening/closing mechanism. The door to the coffee filter basket does not open properly or stay closed. Also, the water measuring tube often fills with air bubbles so you are unable to read accurately how much water you've poured in. I was very disappointed in this Krups product."
__label__1,"A tedious read: This brings a lot of new-age mysticism to rock climbing. There are definitely some valuable insights but you have to wade through a bunch of tired prose to find them. Overall, it won't do as much for your climbing as spending that time climbing."
__label__1,"Propagandist fairy tale: The other reviewers have already captured my experience of this film. I really enjoyed the lead actors, but the film, itself was such a disappointment. It is really nothing more than cheap political propaganda. I felt I'd been used."
__label__1,"Waste of money: I bought this capo for my 12 string Seagull and it is difficult at best to get this work. It doesn't have enough tension to hold down all the strings and often either pulls them out of tune or the strings don't play. The closer you get to the headstock the worse it is. Not once have I ever been able to get it to work on the first fret, second fret is maddening, 3rd fret is slightly less maddening, fourth fret, hit or miss, and so on, it only gets marginally better as you move up the neck but what's the point of a Capo if you can't use it anywhere on the neck that you need to.I have a Keyser capo for my 6 string Washburn and it works beautifully, I just think they don't put enough tension on their ""12 string"" capos to be be effective. So I'm off to find a new better capo for my 12 string. If you are Seagull 12 string owner don't waste your time, energy or money on this capo you will only end up poorer, and more frustrated."
__label__2,Great gray coverage and natural looking color: I use this product about every two months. It has great gray coverage and natural-looking color. I have received many compliments on my hair color with this product. My only complaint is that it can start to burn my scalp towards the end of the processing time. But the feeling goes away after I wash it out.
__label__1,"Not save money after sales tax!: At first look, you will save 10$ for the MCP test if you buy this voucher, because usually you will have to pay $125 for one MCP test.But after I check out, I found you have to pay the sales tax in WA (8.8%), so the total amount is even more than 125$!I would rather not buy the voucher here!"
__label__1,"Deja Boo!: David Ash is a paranormal investigator haunted by the childhood death of his sister, he finds escape at the bottom of a bottle. David is sent to debunk the claims of a haunting at the estate of the mysterious Mariell family. While there he is forced to confront his own demons while battling malevolent manifestations in the home. This character also appears in Herbert's ""Ghosts of Sleath.""Well if you've seen ""The Sixth Sense"" or ""The Others,"" (Not Herbert's ""Others) you pretty much know what's coming by the first few pages. Unfortunately, the element of surprise is the entire foundation of the book, it's what the suspense is building to. With that gone, there are no engaging characters, no sense of atmosphere, nothing to really hold the interest. Worst yet, when David falls in love it annoyed me, as there seemed no basis for it except to up the stakes for the ""surprise"" ending."
__label__2,"Free Your Mind: The Danielson Famile provides perhaps the most innovative, unique approach to song-writing and execution in the last 20 years. With the fervor of the Oblivans, they run head-first into songs without the pretense of production or market appeal.Make no mistake, this is religious music in the truest sense.While ""A Prayer..."" is the least refined of their recordings, it doesn't lack what makes their music infectious and joyful.Listen once... then promise to listen 10 more times before giving up on them."
__label__1,"It does not look like an original Elizabeth Arden Product.: I bought this product (Elizabeth Arden White Shoulders) a few weeks ago and it does not look like an original Product. The name ""Elizabeth Arden"" does not appears in the bottle and the fragance it's not the typical Elizabeth Arden one that i expect."
__label__2,"No Problems: KitchenAid JE Citrus Juicer Stand Mixer AttachmentI greased the shaft with butter as suggested earlier and made short work of two bags of lemons that were as big as grapefruits from my uncle's tree in Indio, CA.I didn't use the included strainer but a sieve over the mouth of a large bowl instead. Worked just fine to keep the seeds and pulp out of the juice. I couldn't get the juice to run down my arm as others report experiencing, so I don't understand how it can be a problem.As a comparison, last year I bought a DeLonghi Citrus Juicer and the motor burned out before I juiced one grocery bag of lemons.I'd have to say that this KitchenAid attachment is every bit as good at the mixer I use it with."
__label__1,"I am still trying to get the doll set up --Very disappointed grandmother!!!: I purchased two dolls for my granddaughters. We are still trying to get the dolls set up. Although we've followed the instructions we've had problems. The dolls continue to say that batteries are needed, when we put brand new batteries in them. Their eyes won't open, their mouths will not move. We are just plain disappointed with them. The dolls could really be wonderful---that's if they would work. I live in a different city and therefore, had to live my grandaughters with half operating dolls to their disappointment. I have told my daughter to return the dolls for a refund."
__label__1,"This phone sounds like you're in a tunnel.: When you are talking on this phone, the person to whom you are talking sounds like they are in a tunnel. It works the same on the other end. i.e., on a speaker phone. Also the phone is very unattractive. I haven't had it long enough to rate the battery life."
__label__2,"Good for the money.: This style of exercise bike is exactly what I needed. It relieves a lot of the stress from my back and shoulders while allowing me to get a real workout, especially at higher resistance levels. Putting the bike together wasn't hard, except for a snag or two with the wiring to the computer. (Once I figured out that the pieces snapped together after a lot of pressure and didn't require tape, the monitor worked almost flawlessly.) The bike itself isn't built excellently, and it rickets back and forth a bit at faster speeds, but considering how much I paid for it, it's a minor issue. A comfortable seat, adjustable lengths, and the near silence of operation make this an easy piece of machinery to come back to.(By the way, the calorie counter is useless. If you multiply the number of miles you've traveled by 35, regardless of what your speed and resistance levels are, you'll get the same calorie readout as the monitor.)"
__label__1,Slow Paced and Dragging: Slow paced and dragging this story could have been told in a better way. Even those with mental illness are not so lackluster. I was grateful for fast forward.
__label__2,Great service: My wife has been using this product for long and she is quite happy with the results. I always order it in ecom and get it on time. I would like to receive more goodies next time as this is the way my wife learnt about this product.
__label__2,"Nice, sturdy.. exactly what we wanted: this unit is just the right size for a small bathroom.. well made and practical. I would recommend it to anyone needing a nice piece of furniture as a hamper."
__label__1,"Critical Mistake: I usually am very loyal to authors I've come to prize and buy their hardcover editions to show my support. I had a collection of Steve Martini's work right up until I bought Critical Mass.I know everyone is entitled to their opinions, but I also am entitled to not having to pay for someone mocking mine. Specifically by ridiculing a President and his wife whom I enthusiastically support.Dale Brown did the same thing some time in the past and I quit reading the offending book mid-page and tossed all of his work. Tom Clancy did a similar thing when saying that he felt persecuted for smoking (after all, it wasn't like he had AIDS!). Out that pile of paper went.I hope Martini feels better now that he's catharsis'ized his political opinions, and that the good feelings are enough to offset the minimal amount of discomfort my ceasing to further contribute to his income will cause.Plus, look at the book shelf space I freed up!"
__label__2,"(+): It is evident with this particular book, that long and hard hours were spent to detail a topic that few really believe is true. The author works to bring fact (old rail lines, old rail towns) and fiction (headless lampmen, ghost passengers) together into a form of entertainment suitable for reading. Any person who spent even the slightest time as a child walking along a rail line, or as a ticket holding guest will enjoy the mixture of realism and folklore. If you don't care too much for the ghost part of it, fine ... the historical documentation is rich. And if you want to hear about campfire 'lore, Mr. Reevy supplies not only the stories, but sometimes the people who tell them."
__label__2,"Real and Personal: Jeannie St. Marie tells a very entertaining, poignant, and personal story -- her real life experiences with John Denver. A must read for anyone desiring an inside look at the mega-star's intimate side. Jeannie's conversational and down-to-earth writing style makes you feel as if she's right in your own living room. Through her eyes, I've come to a new level of appreciation for John's beautiful musical works and his passionate spiritual service to our world. Many John Denver facts and reference sources are also included."
__label__2,"AN EXCITING DEBUT!: This book swept me along as if I were riding on a fire truck. The excitement never waned, and the details about fire equipment and fire fighting were intelligently explained to this layman. I look forward to the next Georgia Skeehan book. Mac sounds like a really promising romantic interest; I hope he appears in the next book."
__label__1,"Came loose in the case, scratched, did not play the whole movie: I oredered two of these one for me and one for my brother in iowa,,,,they both came loose in the case and had been scratched his worse than mine."
__label__1,we do not have similar tastebuds: joan and I are not on the same wavelength. I do not enjoy her cooking.
__label__2,"Son loves this: This is so cool, our 4 month old loves this. He tries to pull at things and plays with the toys."
__label__2,"Should be seen and discussed by all Christians: This documentary is about a Church with a vision they are convinced is from God. At least their pastor thinks so and convinces his congregation to get on board. As the story progresses we start to see how severely deluded this vision is. The filmmaker did not try to make these people look foolish. He lets them tell their own story. The Church has some extremely likeable people including the Pastor who guides them. They are very sincere people and are geniune Christians devoted to God. As things begin to unravel for them, you wonder why God did not intervene in some way. I think this is an important film that needs to be seen and discussed by Christians in small groups. It would be an ideal place to begin a discussion on ""Is that voice we hear really from God?"" or a hundred other topics of people attempting to serve their Creator. Highly recommended."
__label__2,"A MUST-HAVE BIBLE for EVERY WOMAN!: Robert Jones knows how to bring out the best in women, and he teaches you all the tricks of the trade. You learn about all the different products on the market, and how to make the best of what you have. He teaches you that every woman is beautiful, and after reading this fantastic manual, you will also feel the same. It's a real confidence-booster, and you leave Robert feeling totally equipped to show your BEST FACE! Own it NOW!"
__label__2,It is a great album: I love Bikini Kill and think it is thier best album. Kathleen's voice is filled with so much emotion that it is uncanny.
__label__2,"Really Super Product: I have used Curlaway for about a year now and my hair is absolutely fabulous. It took some time to understand how to apply the product for the best results, but once I did....great. Hair must be pulled straight during both the application and the drying process or it just flops.I no longer have any breakage, my hair is bouncy, looks great, full of body and has grown faster than ever before. I would never consider using a chemical relaxer on my hair again."
__label__1,"HORRIBLE!!!: Acting was good, but there is absolutely NO plot. There are some funny lines, but its not worth the money to even rent it. There is some descent action in the last 15 minutes, then a little tear jerker, but I feel like I just wasted 2 hours of my life."
__label__2,"LOVED IT: I am a fairly new reader to Teresa Medeiros, but i LOVE this book! It was fun and spunky. there were somethings that were a tad annoying and such, but it was a lot of fun to read."
__label__1,"they were dead: they were dead and dried up when they got to me . if there was some kind of instruction , I didnt get them with the order"
__label__2,"Good Stuff: Apparently this kid ""Matt wicker"" doesn't know wut the f*** hes talkin bout! this album is f***in awesome and im not sum surburban b*tch cuz i live in Queens, New York where 50 Cent and G-Unit happen to be from. half of that s*** u say u wouldnt say if you were sayin face to face so think before you go poppin s*** about rappers. And Shady Records did pick up 50 Cent (i think...) which ""Get Rich Or Die Tryin"" is under (Shady Records) so b quiet this album is awesome."
__label__2,"Great easel: We purchased this easel for our daughter's 3rd birthday. It was by far the best gift she received. While she's not too into the chalkboard, she paints or uses the dry-erase board every day. We assembled the easel on the shortest setting and it's just perfect for her even though she's a very petite 3 year old. We love the fact that it is height adjustable and will grow with her but in order to change the height, the easel has to be completely taken apart and reassembled. Other than that, this is an amazing product!"
__label__1,"Returned it: Bought this because of all the positive reviews, but returned it right after trying it once. It hardly had any suction power and felt very cheap and flimsy. Maybe something was wrong with the one I received, because it's hard to reconcile what I got and what other people say about this vacuum. But I felt strongly enough to write a review. It's the weakest vacuum I have ever used."
__label__2,"Reymond integrates Paul as theologian and Missionary: If you appreciated Reymond's systematic theology, you will also appreciate this book. Based originally on his lecture notes, it has grown through several stages to the current publication. It's divided into two major parts. The first, ""Paul's Missionary Labours"", derives from his study of Acts and Paul's letters. He also argues for Pauline authorship of Hebrews. The second part of the book (Paul's Missionary Theology), treats major orthodox doctrines, based on Paul's writings. There is a thought provoking chapter at the end of this book, ""Lessons from Paul's Ministry for Today's Missionaries"". In it, I believe he underscores the necessity of sound doctrine as it relates to proclaiming the gospel to the nations. This book should be valuable to all who are interested in, or active in missions or evangelism in any way. There is an extensive bibliography, and scripture index which should be helpful for further study."
__label__1,"This Damaged My Hamstrings & Knees - Fine Before: I have nothing against Tony Little or his products. Someone left this machine in our garage for free. I used it for a few months to develop some serious chronic hamstring leg and knee problems. I'm always in pain now because of it. The pain and lack of movement doesn't go away. I was fine before only with a year old lower back issue. My left knee developed a serious problem and then the back of my legs are in bad shape from use of this machine. I have to invest in a chiropractor now. I'm a woman, 48 and would like to caution older people that this product can do more harm then good."
__label__2,Kubrick's Best: and the only film he ever made that truly has withstood the test of time. While his brooding pretentiousness got the better of him through the '60's until his death--this film is an honest and straightforward Hollywood movie in the best since of the word.
__label__1,"Californication empty shadow of earlier works: I feel sorry for the Red Hot Chili Peppers. It must be hard to keep up the energy and vitality and fire and emotion that exudes from Blood Sugar Sex Magik and other earlier albums. I can picture the musicians recording this album--particularly drummer Chad Smith--just beating away to yet another song with the same groove as 39 of their other songs. I believe that RHCP still want to innovate--and their skills are musicians are formidable--but this album is not the forum. There is nothing new here. It's still RHCP--Kiedis' focused, penetrating vocals will not disappoint--but the album lacks the freshness and punch of earlier works."
__label__2,"perfect: The lock was just as it was described. So far so good, the bike is still here. We have had 2 bikes stolen using other locks. This lock seems to deter the thieves."
__label__2,"A+++++++++: This seller was a pleasure to work with. I was dealing with a special circumstance and the seller was very attentive to my situation and I greatly appreciated it!!!!!This is a great, A+++, seller!!!"
__label__1,"A Turkey!: I didn't purchase this thermometer for deep frying a turkey. I just needed it for my counter top deep fryer. But as I tested the temp of the oil, I got the feeling that the thermometer's calibration was off. So I tested the temp of the oil with my Thermapen Instant Thermometer and, sure enough, the deep fry thermometer was off by 20-degrees. That would have been enough for a 3-star rating, but even worse, after calibration the deep fryer thermometer didn't hold the calibrated temp. The only positive thing I can say is that the thermometer is easy to calibrate - and it should be since calibration is required so often."
__label__2,"Super Clock: Great clock, accurately tells time, highly decorative, very inexpensive. What more can one ask?As wall decoration, this clock is a super bargain."
__label__1,"Is RL Stine going downhill in his writing or what?!?: First thing, I loved the Cheerleaders 1-3 mostly because Corky was the main character. In this book she wasn't which was the first thing that made it bad. Second, it was over with in the third book. It didn't need to come back. But don't listen to me, after reading Christopher Pike's books I've hated the way RL Stine writes. I want to be a writer and I'd never take after Stine!"
__label__1,"Do not bother buying this one: To anyone considering buying this book, I suggest you read it in the store. It is definitely not worth a dime. As for reviewers calling Malkin ""the best of the best"" know tha t unless you know nothing about history or ethnic studies, you will probably be impressed by this. The reader is drowned by her conviction and well, that's about all that keeps this historical fantasy a page-turner. Just read her blog for a dose of hate, it's free."
__label__1,"poorly written and pompous: Although he often tries to act humble, you get the feeling that Mr. Piper is actually quite self-centered and a bit arrogant. I was particularly turned off by his judgmental attitude toward non-Christians. I personally don't believe Piper actually saw Heaven. I think he never really died and was just hallucinating."
__label__1,Not his best: I am surprised at how many people like this album compared to his other solo albums as I dont like the 'bitty' jazz feel to this compared to the more rocky feel to eg.Hard Wired. Some moments are good and there actually are a couple tracks which dont just dissapear into an off the wall brandon fields sax solo and the less said about the one with his daughter on vocals the better... Dont get me wrong I am a big Weckl fan but I somehow feel his best days are gone.
__label__2,"And most important, my wife likes it....: I was not sure if I wanted a rocker or a fixed recliner for my outdoor porch. I came across this glider by accident and at first dismissed it. I remember as a kid seeing gliders made of metal with springs that groaned and made up of fused together rust. After reading other reviews and taking a chance, I bought it. It went together easily enough except for one locking bolt that did not line up. I had read another reviewers suggestion that I keep a drill handy, and with that and a little persuasion, it came together fine. Even though the wood was treated at the factory, I live in Florida where everything gets old before it's time,so I gave it a treatment with teak oil. It looks great, feels solid and is very comfortable. Great buy for the price."
__label__2,Stove top coffee maker: Wow! This is so much nicer than the picture. We bought this to replace our old aluminum camping coffee pot we have had for 35 years. This pot is not only top quality but pretty too! Can use it in the house as well as for camping and the greatest part is that it makes a fabulous cup of Joe!
__label__1,"just ok: Diana Krall has always been a Artist that I respected Her talent,but I never quite got the full buzz over,but over her past two albums I'm really lost now,because Her voice doesn't work well in a bigger band enviroment. She is better suited in a smaller unit that allows her instrument of voice to be heard&given that feel she is known for doing in her material. there is way too much going on in the overall sounds&they don't blend with her vocally enough. She doesn't have enough in her Chops to keep up with what she is trying to pull off here. I applaud the effort,but she has to get back to what best compliments her stylings."
__label__2,"A solid reader for high school A.P. classes: The Lasser is one of several readers available to high school A.P. Government classes. I teach a class with between 25 - 30 students. The Lasser is not my primary text, and I assign reading about once a chapter (6-8 days). My kids complain about the Lasser because it is more abstract and opinionated than their text. I try to tie the article to current events and class discussion. The Lasser covers lots of ground, giving you atleast one article on your curriculum topics. The comparative section is impressive, but I don't teach a comparative class, so we don't go there to often. It's tough reading for the above average high school junior, but I insist they read."
__label__2,"This should be the bible of dog training.: This book is eye opening, gives the dog a lot of credit for figuring things out on his own, in my mind turns out the author is justified. Very satisfied, opened up my eyes on giving the pup a lot more leeway. After 8mo. I can say the system is sound, I used it on a rescue pup with some trust issues and at 1 1/2 yrs, 8 of those months with us, he had himself an awesome season. Started out a little slow, but as he went he learn, then he had one day where he just broke out and never looked back. Very satisfying to see where he came from, to where he is, I am convinced he would not have responded to heavy handed training."
__label__1,"Previous albums were far better...: A new CD by the Corrs? I *ran* to the stores to buy it, and was totally disappointed. This is a pop album. There is almost nothing left of the beautiful Irish folk themes, which you can find on ""Forgiven, Not Forgotten"" and ""Talk on Corners"". If it weren't for the last instrumental track, it would sound like another Spice Girls album..."
__label__2,Quiero Decirte: All of there CDs are awesome I only like the ones where the same singer was inn since the group started. I don't really like then new singer voice.
__label__1,"The Partner: I can't say I hate it...I am a big John Grisham fan but after reading the first chapter, I was not drawn in so I sent it back and exchanged it for another book. Still a Grisham fan. Maybe it just didn't suit my mood at that time."
__label__2,Love it!: I loved watching this movie on dvd and just love the music! Now I can take it with me when I leave the house. The music is captivating.
__label__1,"Makes for laboured reading: Only half of this book contains anything about the TV show, the rest is about other projects the boys have done.If you are more interested in behind-the-scenes and trivia then don't buy this book - there is hardly any. Most of the goodies section is about what happens in each episode, which any fan of the goodies knows anyway.Disappointing."
__label__2,"Best PDA ever: I bought this Palm Z22 as a replacement for my first Z22, which was stolen during a recent office burglary. My first one cost about a hundred dollars, and a new one, ten years later, is an astonishing $275. However, I found several used ones that claimed to be in good shape, so I bought one, for less than $100. It works perfectly, it's as good as new. No better tool for appointments, phone numbers & alarms for meetings. I don't have a smart phone, and don't need one, so the Z22 is a perfect office tool for me."
__label__1,"Too much ego: I enjoyed this book - the cover's mountain scenery, a review of raja yoga, and the rendering of experience to poetry. But many chapters close with boasting, hardly contained. And that contradicts the overall message, surrender of ego to embrace the divine. Then there was the author's YouTube statement that Babaji is ""der feurer"" which is to say ""the leader."" But why that choice of words? Freudian slip? A cultural thing? Is it that the Indian culture is more deferential to authority than the American? What seems harsh or even wacko to me, might be nothing to someone else."
__label__1,"worst watch made?: I got a Tissot T-touch for my birthday two years ago. For the first year it was great, then I started having problems. Things not functioning, baromoter, altimiter etc. Slowly the functions disapered one by one. I was told it was the battery, so I had the battery replaced and it did nothing. We were on a trip in Switzerland so a friend took it in and got it serviced. I don't know what they did, it was still under warranty. Anyway, now it's been two years, about 6 months since I got the watch back and it is even worse than before. Now the only thing that works is the altimiter, I can barely get it to tell time anymore. I don't know what to do at this point. Did I get a lemon?"
__label__1,"jumps on the bandwagon and doesn't suceed: Lamb basically jumps on the trip hop band wagon, their niche being the use of drum and bass.Basically it's a weak drum and bass excusion with a poor mans Bjork on vocals. Tunes lack melody and range from the dull to the boring. I'm sure it's fashionable to like this band, but don't belive the hype -save your money for a massive attack or a morecheeba album."
__label__2,"Topeak Road Morph G Bike pump: Excellent item, gets the job done quickly and effortlessly. For the price it's a very well made pump."
__label__2,"One of my all time favorite!: This is the best comedy, romance if seen. All of the characters played their parts the chemistry amoung the actors is great! Kept me interested the whole series."
__label__2,"Best Trackball: I have been using my TurboRing for over a year now, and it is by far the best trackball out there. Ergonomical shape, button location and the ring are perfect. I also have Logitech FX Cordless Optical, and to my surprise the ball/cursor movement is not nearly as smooth as in TurboRing. Logitech is also not as comfortable. I recently bought two more TurboRing trackball for our office and I noticed that the ring in new ones is not as crisp as in my ""original"" one. As for improvements, if it was optical (with two separate sensors) and cordless it would be absolutely perfect."
__label__1,"It was too hard to assemble.: THe pieces did not fit together properly. And, the screw holes were not deep enough. I still have screws sticking out even after using a drill."
__label__1,"Thin impractical junk: When I think of the worst purchase I've made on the internet, I think of this one. This bin is very thin plastic. The hinges are a joke. Once you get the plastice hinges weaved together and actually try to move the lid (as in open or close it) they all come unthreaded and it's a nightmare to try to weave it back together. The plastic also shattered on the bottom corner when I dropped it from about 6 inches off the ground. JUNK! You'll be sorry if you buy this. I was. However, I complained to ecom and they promptly refunded my purchase amount."
__label__1,didn't work at all: All the glass balls were sitting on the bottom regardless of temp and I left it for a couple days to see if it would change but it would not.I suggest a different brand.
__label__2,"good: very good and original way to decorate desserts, candies or fruit for the holidays, it looks very elegant because stones that mimic crystals, very good price, all my friends like me and that's good to know."
__label__1,"DO NOT BUY THIS PRODUCT: I was so excited about this product, because my 92 year old mother loves to watch the birds at bird feeders outside her house. We put this bird feeder up right away, some five months ago, and to date no bird has gone near it. I was willing to pay $60 for my mother's happiness, but it was a TOTAL waste of money."
__label__1,"Very Dissapointed in The Zune TuneBase!: I am very dissapointed with TuneBase FM Transmittter. I searched high and low for an FM Transmitter which would enable me to position the Zune in an upright and safe position in my automobile. The TuneBase fulfilled this requirement, however performed poorly as far as reception is concerned. The reception was terrible. Also, I was not able to tune to 87.9, which is the only station that will work where I live. I bought this produce because it has the base for the Zune, however the transmitter is not better than the Zune tranmitter purchased from Microsoft. Belkin needs to go back to the drawing board a develop the product the right way instead rushing to the marketplace with an inferior product."
__label__1,Can you say COLD!: I bought these patches at the local drug store for a muscle strain. It never warmed. I did read the instructions and understand that the patch should be cool to start but is then supposed to warm. The heat therapy is what I was after. A hour later the patch was still cold and I took it off. If I had wanted an ice pack I would have used one. Don't waste your money.
__label__1,"piece of crap: The stopwatch works. Seems accurate anyway. But I can't set the time of day on this thing. I've done exactly what the instructions are telling me. I can switch between hours and minutes but I can't select anything to make the watch begin. I really think there is something wrong with the watch. I guess it doesn't matter, but the watch should work."
